0.0129395, 1.0, 5.152019999999999
0.0189209, 1.0, 5.07389
0.026001, 1.0, 4.95672
0.032959, 1.0, 5.05437
0.039917, 1.0, 5.152019999999999
0.0469971, 1.0, 5.0153099999999995
0.0529785, 1.0, 5.0153099999999995
0.0599365, 1.0, 5.05436
0.0670166, 1.0, 5.0153
0.0739746, 1.0, 5.13249
0.0799561, 1.0, 4.91765
0.0869141, 1.0, 4.97625
0.0939941, 1.0, 5.0739
0.100952, 1.0, 4.97624
0.108032, 1.0, 5.03484
0.114014, 1.0, 5.03483
0.120972, 1.0, 5.09342
0.12793, 1.0, 5.0153099999999995
0.13501, 1.0, 4.9567000000000005
0.140991, 1.0, 4.93719
