0.0109863, -1.4978, 4.1655299999999995
0.078125, -1.48438, 4.18506
0.14502, -1.471, 4.18506
0.211914, -1.45762, 4.18506
0.279053, -1.44419, 4.18506
0.345947, -1.43081, 4.18506
0.413086, -1.41738, 4.18506
0.47998, -1.404, 4.18506
0.547119, -1.39058, 4.18506
0.614014, -1.3772, 4.18506
0.680908, -1.36382, 4.18506
0.748047, -1.35039, 4.18506
0.814941, -1.33701, 4.18506
0.88208, -1.32358, 4.18506
0.948975, -1.3102, 4.18506
1.01611, -1.29678, 4.18506
1.08301, -1.2834, 4.18506
1.15015, -1.26997, 4.18506
1.21704, -1.25659, 4.18506
1.28394, -1.24321, 4.18506
1.35107, -1.22978, 4.18506
1.41797, -1.21641, 4.18506
1.48511, -1.20298, 4.18506
1.552, -1.1896, 4.18506
1.61914, -1.17617, 4.18506
1.68604, -1.16279, 4.18506
1.75293, -1.14941, 4.18506
1.82007, -1.13599, 4.18506
1.88696, -1.12261, 4.18506
1.9541, -1.10918, 4.18506
2.021, -1.0958, 4.18506
2.08813, -1.08237, 4.18506
2.15503, -1.06899, 4.18506
2.22192, -1.05561, 4.18506
2.28906, -1.04219, 4.18506
2.35596, -1.02881, 4.18506
2.4231, -1.01538, 4.20459
2.48999, -1.002, 4.18506
2.55713, -0.988574, 4.18506
2.62402, -0.975195, 4.18506
2.69092, -0.961817, 4.18506
2.75806, -0.948389, 4.18506
2.82495, -0.93501, 4.18506
2.89209, -0.921582, 4.18506
2.95898, -0.908203, 4.18506
3.02612, -0.894776, 4.18506
3.09302, -0.881396, 4.18506
3.15991, -0.868018, 4.18506
3.22705, -0.85459, 4.18506
3.29395, -0.841211, 4.18506
3.36108, -0.827783, 4.18506
3.42798, -0.814404, 4.20459
3.49512, -0.800977, 4.18506
3.56201, -0.787598, 4.18506
3.62891, -0.774219, 4.18506
3.69604, -0.760791, 4.18506
3.76294, -0.747412, 4.18506
3.83008, -0.733984, 4.18506
3.89697, -0.720606, 4.18506
3.96411, -0.707178, 4.18506
4.03101, -0.693799, 4.18506
4.09814, -0.680371, 4.18506
4.16504, -0.666992, 4.18506
4.23193, -0.653613, 4.18506
4.29907, -0.640186, 4.18506
4.36597, -0.626807, 4.18506
4.43311, -0.613379, 4.18506
4.5, -0.6, 4.18506
4.56714, -0.586572, 4.18506
4.63403, -0.573194, 4.18506
4.70093, -0.559815, 4.18506
4.76807, -0.546387, 4.18506
4.83496, -0.533008, 4.18506
4.9021, -0.51958, 4.18506
4.96899, -0.506201, 4.18506
5.03613, -0.492774, 4.18506
5.10303, -0.479395, 4.18506
5.16992, -0.466016, 4.18506
5.23706, -0.452588, 4.18506
5.30396, -0.439209, 4.18506
5.37109, -0.425782, 4.18506
5.43799, -0.412403, 4.18506
5.50513, -0.398975, 4.18506
5.57202, -0.385596, 4.18506
5.63892, -0.372217, 4.18506
5.70605, -0.358789, 4.18506
5.77295, -0.34541, 4.18506
5.84009, -0.331983, 4.18506
5.90698, -0.318604, 4.18506
5.97412, -0.305176, 4.18506
6.04102, -0.291797, 4.18506
6.10791, -0.278418, 4.18506
6.17505, -0.26499, 4.18506
6.24194, -0.251612, 4.18506
6.30908, -0.238184, 4.18506
